AuthorID,Author,Date,Content,Attachments,Reactions
"406129972982317068","Sidekick II#9293","02-Feb-21 12:00 PM","‎:sk_star_empty::sk_star_empty::sk_star_empty: :s0: :b25: :t9:  Jay** **
‎:sk_star_empty::sk_star_empty::sk_star_empty: :s0: :b26: :t9:  Tito177** **
‎:sk_star_empty::sk_star_empty::sk_star_empty: :s0: :b27: :t9:  BradyTurtle** **
‎:sk_star_empty::sk_star_empty::sk_star_empty: :s0: :b28: :t9:  Luis** **
‎:sk_star_empty::sk_star_empty::sk_star_empty: :s0: :b29: :t9:  Saint Laurent** **
‎:sk_star_empty::sk_star_empty::sk_star_empty: :s0: :b30: :t9:  Thermal** **
​","","➕ (1)"
"384367680955744266","BlackStallion97#1505","02-Feb-21 12:00 PM","/top","",""
"802848808627077131","ArnoldCoC#1155","02-Feb-21 12:47 PM","Hopefully it is not the real opponent's lineup for war 1 😂","",""
"406129972982317068","Sidekick II#9293","02-Feb-21 01:03 PM",":swb::b2: ZZ.mini upgraded Wall Breaker
:sfreeze::b6: BlackStallion97 upgraded Freeze
:sclone::b3: Arnold upgraded Clone
:scanon::s15: rhino0117 upgraded Cannon Cart
:sbarb::s4: Alpha Wolf upgraded Barbarian
:aq::s33: your grandpa upgraded Archer Queen","",""
"406129972982317068","Sidekick II#9293","02-Feb-21 06:11 PM",":slightning::b5: chief stephen upgraded Lightning
:sgolem::b2: chief stephen upgraded Golem
:srbab::s5: chief stephen upgraded Raged Barbarian
:aq::s3: chief steve upgraded Archer Queen
:srbab::s4: kyndawg upgraded Raged Barbarian
:ssneaky::s5: kyndawg upgraded Sneaky Archer
:aq::s44: Adam upgraded Archer Queen
:bk::s39: rhino0117 upgraded Barbarian King","",""
"406129972982317068","Sidekick II#9293","02-Feb-21 11:33 PM",":srage::b4: Artizas upgraded Rage
:ssneaky::s7: Artizas upgraded Sneaky Archer
:sgiant::b2: ZZ.mini upgraded Giant
:sm::s13: Z.Z upgraded Battle Machine
:sboxer::s4: kyndawg upgraded Boxer Giant
:seq::b2: quirky upgraded Earthquake
:sk_bh::t5: LittleAlchemist is now Builder Hall 5
:aq::s9: Alpha Wolf upgraded Archer Queen","",""
"406129972982317068","Sidekick II#9293","03-Feb-21 04:39 AM",":scanon::s3: chief steve upgraded Cannon Cart
:aq::b40: Arnold upgraded Archer Queen
:sgolem::sk_unlocked: Goldencode unlocked Golem
:bk::s8: Goldencode upgraded Barbarian King
:scanon::s14: your grandpa upgraded Cannon Cart","",""
"406129972982317068","Sidekick II#9293","03-Feb-21 09:30 AM",":sgolem::b4: CerMaC upgraded Golem
:sminion::b7: Adam upgraded Minion","",""
"406129972982317068","Sidekick II#9293","03-Feb-21 02:28 PM",":srbab::s7: Artizas upgraded Raged Barbarian
:svalk::s3: Guru upgraded Valkyrie
:sloon::b2: ZZ.mini upgraded Balloon
:sbeta::s3: kyndawg upgraded Beta Minion
:switch::sk_unlocked: Alpha Wolf unlocked Witch","",""
"406129972982317068","Sidekick II#9293","03-Feb-21 07:58 PM",":sbomber::s4: LittleAlchemist upgraded Bomber
:bk::s7: LittleAlchemist upgraded Barbarian King
:ssneaky::s13: IRAN upgraded Sneaky Archer","",""
"406129972982317068","Sidekick II#9293","04-Feb-21 01:38 AM",":sgoblin::b2: ZZ.mini upgraded Goblin
:sjump::b2: Z.Z upgraded Jump
:sm::s12: Arnold upgraded Battle Machine
:sminion::sk_unlocked: tom unlocked Minion
:bk::s3: tom upgraded Barbarian King
:Th::t7: tom is now Town Hall 7","",""
"539941684641792030","LittleAlchemist#5503","04-Feb-21 01:39 AM","/upgrade","",""
"406129972982317068","Sidekick II#9293","04-Feb-21 01:39 AM","","",""
"406129972982317068","Sidekick II#9293","04-Feb-21 01:39 AM","","",""
"406129972982317068","Sidekick II#9293","04-Feb-21 06:56 AM",":seq::s2: Guru upgraded Earthquake
:svalk::b4: Guru upgraded Valkyrie
:sbomber::s13: BlackStallion97 upgraded Bomber
:Th::t5: kyndawg is now Town Hall 5
:spekka::sk_unlocked: LittleAlchemist unlocked P.E.K.K.A
:sk_bh::t9: rhino0117 is now Builder Hall 9
:gw::s4: your grandpa upgraded Grand Warden","",""
"406129972982317068","Sidekick II#9293","04-Feb-21 12:14 PM",":shog::s2: chief stephen upgraded Hog Rider
:bk::s13: chief steve upgraded Barbarian King
:sboxer::s2: ZZ.mini upgraded Boxer Giant
:Th::t5: ZZ.mini is now Town Hall 5
:slightning::sk_unlocked: kyndawg unlocked Lightning
:ssneaky::s6: kyndawg upgraded Sneaky Archer
:sbarb::b6: DylanLCP upgraded Barbarian","",""
"406129972982317068","Sidekick II#9293","04-Feb-21 05:49 PM",":slightning::b6: chief steve upgraded Lightning
:slightning::sk_unlocked: ZZ.mini unlocked Lightning
:sm::s14: Z.Z upgraded Battle Machine
:srbab::s5: kyndawg upgraded Raged Barbarian
:sarcher::b7: rhino0117 upgraded Archer
:bk::s9: Goldencode upgraded Barbarian King","",""
"406129972982317068","Sidekick II#9293","05-Feb-21 01:13 AM",":srbab::s6: chief stephen upgraded Raged Barbarian
:aq::s4: chief steve upgraded Archer Queen
:shealing::s3: tom upgraded Healing
:shog::sk_unlocked: tom unlocked Hog Rider
:sm::s8: Guru upgraded Battle Machine
:sgoblin::b5: BigBlueAircraft upgraded Goblin
:smaster: Z.Z pushed to Master League","",""
"406129972982317068","Sidekick II#9293","05-Feb-21 06:12 AM",":shog::s6: your grandpa upgraded Hog Rider
:srbab::s6: kyndawg upgraded Raged Barbarian
:gw::s17: HyperZ3 upgraded Grand Warden
:ssneaky::s6: chief stephen upgraded Sneaky Archer
:spekka::sk_unlocked: Goldencode unlocked P.E.K.K.A
:aq::s15: Guru upgraded Archer Queen
:gw::s11: Adam upgraded Grand Warden
:schampion: Arnold pushed to Champion League","",""
"406129972982317068","Sidekick II#9293","05-Feb-21 11:01 AM",":sm::t30: BlackStallion97 upgraded Battle Machine
:shog::b2: Artizas upgraded Hog Rider","",""
"406129972982317068","Sidekick II#9293","05-Feb-21 04:09 PM",":sbarb::b3: kyndawg upgraded Barbarian
:sbeta::s4: kyndawg upgraded Beta Minion
:switch::sk_unlocked: CerMaC unlocked Witch
:sbomber::s7: Goldencode upgraded Bomber
:scanon::s4: chief steve upgraded Cannon Cart","",""
"406129972982317068","Sidekick II#9293","05-Feb-21 09:41 PM",":svalk::sk_unlocked: LittleAlchemist unlocked Valkyrie
:srbab::s13: Pedro R. upgraded Raged Barbarian
:sarcher::b3: ZZ.mini upgraded Archer
:swizard::sk_unlocked: ZZ.mini unlocked Wizard
:ssilver: ZZ.mini pushed to Silver League","",""
"406129972982317068","Sidekick II#9293","06-Feb-21 02:23 AM","","",""
"406129972982317068","Sidekick II#9293","06-Feb-21 03:10 AM",":swizard::b5: LittleAlchemist upgraded Wizard
:slava::b3: Pedro R. upgraded Lava Hound
:sdragon::b5: Jamesy Boii upgraded Dragon
:snight::s5: Jamesy Boii upgraded Night Witch
:sboxer::s3: ZZ.mini upgraded Boxer Giant
:Th::t6: ZZ.mini is now Town Hall 6
:spekka::b3: WILLY$$ upgraded P.E.K.K.A
:sbeta::s2: chief stephen upgraded Beta Minion
:aq::s5: chief steve upgraded Archer Queen
:shog::s5: Arif BURHAN upgraded Hog Rider
:seq::sk_unlocked: Alpha Wolf unlocked Earthquake
:sloon::s5: Alpha Wolf upgraded Balloon","",""
"406129972982317068","Sidekick II#9293","06-Feb-21 08:07 AM",":aq::s31: Space Jesus upgraded Archer Queen
:sfreeze::s3: Arnold upgraded Freeze
:swizard::b5: Aryan n. Mhatr upgraded Wizard","",""
"406129972982317068","Sidekick II#9293","06-Feb-21 01:04 PM",":swizard::sk_unlocked: kyndawg unlocked Wizard
:sbomber::s5: LittleAlchemist upgraded Bomber
:sboxer::s4: ZZ.mini upgraded Boxer Giant
:srbab::s8: Artizas upgraded Raged Barbarian
:sm::s21: Adam upgraded Battle Machine","",""
"406129972982317068","Sidekick II#9293","06-Feb-21 06:29 PM",":sdragon::b3: Goldencode upgraded Dragon
:bk::s14: chief steve upgraded Barbarian King
:Th::t8: Artizas is now Town Hall 8","",""
"406129972982317068","Sidekick II#9293","07-Feb-21 12:29 AM",":sm::s14: Space Jesus upgraded Battle Machine
:sbarb::b3: ZZ.mini upgraded Barbarian
:bk::s25: Dylan upgraded Barbarian King
:sbomber::s8: Goldencode upgraded Bomber
:slava::sk_unlocked: Alpha Wolf unlocked Lava Hound","",""
"406129972982317068","Sidekick II#9293","07-Feb-21 06:12 AM",":sarcher::b3: kyndawg upgraded Archer
:spoison::sk_unlocked: Artizas unlocked Poison","",""
"406129972982317068","Sidekick II#9293","07-Feb-21 09:19 AM","","",""
"406129972982317068","Sidekick II#9293","07-Feb-21 11:35 AM",":gw::sk_unlocked: rhino0117 unlocked Grand Warden
:Th::t11: rhino0117 is now Town Hall 11
:shealing::sk_unlocked: ZZ.mini unlocked Healing
:swizard::s2: ZZ.mini upgraded Wizard
:svalk::s2: Z.Z upgraded Valkyrie
:sm::s15: Z.Z upgraded Battle Machine
:srage::sk_unlocked: tom unlocked Rage
:sgiant::b4: tom upgraded Giant","",""
"406129972982317068","Sidekick II#9293","07-Feb-21 05:17 PM",":shog::s3: chief stephen upgraded Hog Rider","",""
"406129972982317068","Sidekick II#9293","07-Feb-21 05:43 PM","","",""
"406129972982317068","Sidekick II#9293","07-Feb-21 11:25 PM",":swizard::b2: kyndawg upgraded Wizard
:shogglider::s2: rhino0117 upgraded Hog Glider
:gw::s2: rhino0117 upgraded Grand Warden
:scanon::s5: chief steve upgraded Cannon Cart
:sloon::s4: Artizas upgraded Balloon","",""
"406129972982317068","Sidekick II#9293","08-Feb-21 05:04 AM",":sboxer::s13: Pedro R. upgraded Boxer Giant
:sm::s13: Arnold upgraded Battle Machine
:sm::s4: Chris14 upgraded Battle Machine","",""
"406129972982317068","Sidekick II#9293","08-Feb-21 07:33 AM","","",""
"406129972982317068","Sidekick II#9293","08-Feb-21 07:33 AM","","",""
"740622948339023979","Z.Z#2874","08-Feb-21 07:44 AM","Oooo like this summary","",""
"406129972982317068","Sidekick II#9293","08-Feb-21 10:33 AM",":bk::b10: Goldencode upgraded Barbarian King
:sgiant::b5: quirky upgraded Giant
:sloon::b5: BigBlueAircraft upgraded Balloon","",""
"406129972982317068","Sidekick II#9293","08-Feb-21 04:01 PM",":bk::s40: rhino0117 upgraded Barbarian King
:swizard::s5: CerMaC upgraded Wizard
:slava::sk_unlocked: CerMaC unlocked Lava Hound
:shealer::sk_unlocked: ZZ.mini unlocked Healer
:sbeta::s12: Guru upgraded Beta Minion","",""
"406129972982317068","Sidekick II#9293","08-Feb-21 10:11 PM",":sk_bh::t4: ZZ.mini is now Builder Hall 4
:sbomber::s9: Dylan upgraded Bomber
:bk::s6: Artizas upgraded Barbarian King
:sk_bh::t6: Alpha Wolf is now Builder Hall 6
:slightning::b7: Chris14 upgraded Lightning","",""
"406129972982317068","Sidekick II#9293","09-Feb-21 01:06 AM","","",""
"406129972982317068","Sidekick II#9293","09-Feb-21 04:23 AM",":swb::b5: LittleAlchemist upgraded Wall Breaker
:sbeta::s3: LittleAlchemist upgraded Beta Minion
:swb::b3: ZZ.mini upgraded Wall Breaker
:sdrop::s2: Arnold upgraded Drop Ship","",""
"406129972982317068","Sidekick II#9293","09-Feb-21 10:07 AM",":sgoblin::b3: kyndawg upgraded Goblin
:scanon::s3: quirky upgraded Cannon Cart","",""
"406129972982317068","Sidekick II#9293","09-Feb-21 03:58 PM",":sk_promoted: LittleAlchemist has been promoted to Elder
:sk_promoted: rhino0117 has been promoted to Co-Leader
:sk_promoted: Jamesy Boii has been promoted to Co-Leader
:sk_promoted: Goldencode has been promoted to Elder
:seq::sk_unlocked: Artizas unlocked Earthquake
:svalk::sk_unlocked: Artizas unlocked Valkyrie
:sk_promoted: Artizas has been promoted to Elder
:sk_promoted: cafrsggh has been promoted to Co-Leader
:aq::s16: Guru upgraded Archer Queen
:sk_promoted: Alpha Wolf has been promoted to Elder
:schampion: rhino0117 pushed to Champion League","",""
"406129972982317068","Sidekick II#9293","09-Feb-21 10:28 PM",":sbeta::s4: LittleAlchemist upgraded Beta Minion
:gw::s3: rhino0117 upgraded Grand Warden
:slightning::b7: Space Jesus upgraded Lightning
:srbab::s9: Goldencode upgraded Raged Barbarian
:spekka::sk_unlocked: Artizas unlocked P.E.K.K.A
:sclone::sk_unlocked: Alpha Wolf unlocked Clone
:sbomber::s2: Alpha Wolf upgraded Bomber","",""
"406129972982317068","Sidekick II#9293","10-Feb-21 04:51 AM",":sdragon::b4: chief steve upgraded Dragon
:seq::b3: Guru upgraded Earthquake","",""
"406129972982317068","Sidekick II#9293","10-Feb-21 09:38 AM","","",""
"406129972982317068","Sidekick II#9293","10-Feb-21 10:53 AM",":aq::s10: Alpha Wolf upgraded Archer Queen","",""
"406129972982317068","Sidekick II#9293","10-Feb-21 05:10 PM",":sskeleton::s3: rhino0117 upgraded Skeleton
:svalk::b6: rhino0117 upgraded Valkyrie
:sfreeze::s4: Pedro R. upgraded Freeze
:swizard::b3: ZZ.mini upgraded Wizard
:sminion::b6: Arnold upgraded Minion
:sbowler::sk_unlocked: Alpha Wolf unlocked Bowler
:bk::s25: Chris14 upgraded Barbarian King
:sgold: HIRO pushed to Gold League","",""
